monthly_rent,deposit,locality,bhk,size_sqft,furnishing_status,preferred_tenant,bathrooms,floor_number,total_floors,amenities_count,source
48531.0,186970.0,Adyar,4,2109,Semi-Furnished,Bachelors,4,1.0,4,9.0,Housing.com
7100.0,24269.0,Pallikaranai,2,736,Furnished,Bachelors,2,7.0,8,3.0,Housing.com
14649.0,50799.0,ECR,3,1198,Semi-Furnished,Both,3,2.0,4,9.0,99acres
10380.0,28762.0,Medavakkam,2,891,Unfurnished,Family,2,3.0,12,7.0,NoBroker
21065.0,53260.0,Porur,3,1309,Furnished,Both,3,2.0,12,7.0,NoBroker
18515.0,56137.0,Anna Nagar,3,953,Furnished,Family,3,10.0,12,5.0,99acres
18097.0,47270.0,Sholinganallur,3,1107,Semi-Furnished,Bachelors,3,2.0,2,11.0,MagicBricks
38499.0,77890.0,Adyar,3,1531,Furnished,Family,3,7.0,16,7.0,Housing.com
13410.0,33711.0,Kolathur,3,1351,Semi-Furnished,Both,3,6.0,6,2.0,NoBroker
8115.0,21648.0,Tambaram,2,766,Unfurnished,Family,2,12.0,12,2.0,Housing.com
21090.0,50956.0,Thoraipakkam,3,1306,Semi-Furnished,Family,2,1.0,8,11.0,MagicBricks
24030.0,51175.0,Anna Nagar,2,1102,Furnished,Family,2,4.0,4,5.0,99acres
30357.0,118115.0,Adyar,3,1138,Semi-Furnished,Bachelors,3,6.0,8,,Housing.com
15487.0,32352.0,OMR,2,864,Unfurnished,Both,2,5.0,12,10.0,99acres
14459.0,66838.0,OMR,2,929,Unfurnished,Family,2,3.0,6,8.0,Housing.com
12059.0,27470.0,Ambattur,3,1258,Furnished,Bachelors,3,0.0,6,2.0,Housing.com
16399.0,46385.0,ECR,2,908,Furnished,Family,2,2.0,4,6.0,MagicBricks
29370.0,115854.0,Nungambakkam,2,945,Furnished,Family,2,8.0,12,3.0,99acres
19653.0,43289.0,Velachery,2,964,Semi-Furnished,Family,2,12.0,16,11.0,99acres
15767.0,71762.0,Thoraipakkam,2,926,Unfurnished,,2,0.0,4,4.0,NoBroker
18310.0,86157.0,ECR,2,898,Furnished,Family,2,4.0,4,4.0,99acres
5000.0,24183.0,Ambattur,1,438,Furnished,Bachelors,1,5.0,6,7.0,MagicBricks
13785.0,56489.0,Pallikaranai,2,1069,Semi-Furnished,Both,2,16.0,16,2.0,Housing.com
12009.0,53909.0,Velachery,1,658,Furnished,Family,1,1.0,6,2.0,99acres
12355.0,,Mogappair,2,996,Semi-Furnished,Both,2,0.0,6,8.0,NoBroker
11018.0,32488.0,Tambaram,2,928,Semi-Furnished,Family,1,0.0,6,3.0,99acres
21032.0,90828.0,Thoraipakkam,3,1526,Unfurnished,Bachelors,2,13.0,16,4.0,99acres
26425.0,79663.0,T Nagar,2,1048,Furnished,Both,1,1.0,16,7.0,NoBroker
17470.0,57681.0,T Nagar,2,796,Semi-Furnished,Both,1,4.0,12,7.0,NoBroker
14308.0,39292.0,Sholinganallur,2,909,Semi-Furnished,Family,2,1.0,2,11.0,99acres
23451.0,60359.0,Thoraipakkam,3,1411,Semi-Furnished,Both,3,6.0,8,11.0,MagicBricks
11816.0,58691.0,OMR,2,812,Unfurnished,Family,1,1.0,12,7.0,NoBroker
16326.0,,Velachery,2,970,Semi-Furnished,Family,2,0.0,16,2.0,MagicBricks
7086.0,16007.0,Ambattur,2,851,Semi-Furnished,Bachelors,2,0.0,4,10.0,MagicBricks
10402.0,45718.0,Pallikaranai,2,922,Unfurnished,Family,2,6.0,16,2.0,99acres
24928.0,95371.0,Adyar,3,1076,Furnished,Family,3,5.0,8,9.0,MagicBricks
28870.0,138658.0,ECR,3,1573,Semi-Furnished,Bachelors,3,6.0,6,4.0,99acres
23609.0,60573.0,Velachery,3,1124,Semi-Furnished,Family,3,4.0,4,8.0,NoBroker
11416.0,46064.0,OMR,3,1137,Semi-Furnished,Family,3,1.0,8,9.0,99acres
27940.0,109641.0,Velachery,3,1270,Furnished,Family,3,1.0,4,3.0,MagicBricks
21418.0,77805.0,Adyar,2,807,Semi-Furnished,Bachelors,2,7.0,8,7.0,MagicBricks
21534.0,70482.0,Guindy,2,1016,Furnished,Bachelors,2,,12,9.0,99acres
10398.0,40813.0,Tambaram,3,1265,Unfurnished,Family,3,7.0,8,,NoBroker
11318.0,53082.0,Thoraipakkam,2,665,Semi-Furnished,Family,2,0.0,6,10.0,Housing.com
10612.0,39737.0,Sholinganallur,2,791,Semi-Furnished,Family,2,11.0,12,8.0,99acres
32795.0,89630.0,Adyar,4,1951,Furnished,Both,3,6.0,8,10.0,99acres
8402.0,38223.0,Pallikaranai,1,626,Furnished,Both,1,2.0,4,3.0,NoBroker
15935.0,50622.0,Guindy,2,865,Semi-Furnished,Both,2,3.0,12,5.0,MagicBricks
29690.0,77378.0,Anna Nagar,3,1423,Semi-Furnished,Family,2,1.0,4,4.0,Housing.com
22632.0,100856.0,Perungudi,3,1473,Semi-Furnished,Bachelors,3,3.0,6,10.0,99acres
23391.0,100260.0,OMR,3,1355,Semi-Furnished,Bachelors,3,2.0,2,,Housing.com
11079.0,37050.0,Mogappair,2,852,Unfurnished,Family,2,2.0,6,9.0,99acres
6762.0,27863.0,Medavakkam,1,597,Furnished,Family,1,7.0,8,2.0,MagicBricks
21834.0,108668.0,Adyar,2,976,Furnished,Family,2,8.0,8,4.0,MagicBricks
29773.0,133136.0,Anna Nagar,3,1301,Semi-Furnished,Both,3,0.0,6,10.0,99acres
22810.0,99240.0,Anna Nagar,3,1289,Furnished,Both,3,11.0,12,,Housing.com
21138.0,48937.0,Sholinganallur,2,889,Semi-Furnished,Family,1,3.0,6,8.0,NoBroker
8094.0,16320.0,Pallikaranai,2,888,Unfurnished,Family,2,6.0,6,5.0,Housing.com
18141.0,57955.0,OMR,3,1303,Furnished,Both,2,0.0,4,4.0,NoBroker
24259.0,,Velachery,3,1590,Semi-Furnished,Bachelors,3,6.0,12,3.0,MagicBricks
17049.0,64962.0,Porur,3,1550,Unfurnished,Bachelors,3,8.0,8,9.0,99acres
15350.0,34565.0,Pallikaranai,3,1314,Furnished,Family,3,5.0,12,,NoBroker
25014.0,91848.0,Navalur,3,1293,Semi-Furnished,Both,3,3.0,6,4.0,MagicBricks
20857.0,45621.0,Adyar,2,1004,Furnished,Family,2,6.0,8,6.0,NoBroker
24357.0,89479.0,Sholinganallur,3,1213,,Family,3,16.0,16,2.0,Housing.com
31040.0,70164.0,T Nagar,3,1226,Semi-Furnished,Both,3,3.0,4,3.0,Housing.com
29937.0,118289.0,Adyar,3,1352,Unfurnished,Family,3,1.0,4,3.0,99acres
11122.0,27146.0,Pallikaranai,2,1033,Furnished,Family,2,1.0,6,4.0,MagicBricks
16205.0,,Kolathur,4,2032,Furnished,Bachelors,4,2.0,8,11.0,MagicBricks
6230.0,14369.0,Medavakkam,1,478,Unfurnished,Family,1,0.0,6,3.0,NoBroker
26241.0,110424.0,Adyar,2,1219,Semi-Furnished,Family,2,,16,11.0,99acres
18846.0,72264.0,Adyar,3,1009,Unfurnished,Family,2,2.0,12,7.0,MagicBricks
27942.0,77308.0,OMR,3,1461,Furnished,Both,3,0.0,12,3.0,99acres
20207.0,95387.0,Adyar,2,927,Semi-Furnished,Bachelors,2,2.0,12,6.0,MagicBricks
28512.0,93393.0,Adyar,3,1252,Semi-Furnished,Family,3,3.0,6,7.0,NoBroker
19614.0,87744.0,OMR,3,1471,Semi-Furnished,Both,3,2.0,4,6.0,Housing.com
13283.0,27859.0,Chromepet,3,1346,Unfurnished,Bachelors,3,1.0,4,4.0,MagicBricks
19024.0,64558.0,Porur,3,1240,Furnished,Bachelors,2,8.0,8,3.0,NoBroker
23067.0,78119.0,Velachery,3,1348,Semi-Furnished,Bachelors,3,5.0,12,7.0,99acres
20157.0,72475.0,T Nagar,1,632,Semi-Furnished,Family,1,3.0,6,11.0,99acres
15537.0,42751.0,Sholinganallur,2,836,Unfurnished,Both,1,6.0,6,11.0,Housing.com
14715.0,67870.0,Mogappair,2,1191,Semi-Furnished,Family,1,7.0,16,10.0,Housing.com
21048.0,58434.0,Perungudi,2,1179,Furnished,Bachelors,2,11.0,12,4.0,NoBroker
12741.0,60797.0,Kolathur,2,1183,Unfurnished,Family,2,9.0,12,9.0,MagicBricks
6342.0,21160.0,Ambattur,1,694,Furnished,Bachelors,1,7.0,12,9.0,99acres
32729.0,138080.0,OMR,4,1816,Furnished,Both,4,2.0,8,10.0,MagicBricks
37386.0,184788.0,T Nagar,3,1389,Furnished,,3,7.0,8,3.0,NoBroker
22068.0,101408.0,Navalur,3,1463,Furnished,Family,3,3.0,4,3.0,99acres
16173.0,78437.0,OMR,2,926,Semi-Furnished,Family,2,2.0,4,3.0,Housing.com
8994.0,25567.0,Tambaram,2,938,Furnished,Family,2,8.0,16,2.0,MagicBricks
10437.0,48256.0,Medavakkam,3,1016,Semi-Furnished,Both,2,7.0,12,,99acres
11709.0,,Mogappair,2,1060,Semi-Furnished,Bachelors,2,0.0,2,7.0,Housing.com
13282.0,35711.0,Medavakkam,2,988,Semi-Furnished,Family,2,2.0,2,7.0,99acres
13181.0,49380.0,Pallikaranai,3,1257,Semi-Furnished,Both,3,,12,10.0,NoBroker
34813.0,99416.0,Thoraipakkam,4,2123,Semi-Furnished,Bachelors,4,11.0,12,4.0,Housing.com
13387.0,44438.0,Navalur,2,860,Furnished,Bachelors,2,2.0,8,11.0,MagicBricks
23940.0,56979.0,Velachery,2,1273,Unfurnished,Family,2,2.0,6,8.0,MagicBricks
13340.0,47001.0,OMR,2,907,Unfurnished,Bachelors,2,4.0,6,11.0,99acres
11325.0,33625.0,Medavakkam,3,944,Furnished,Both,3,1.0,4,2.0,99acres
19050.0,56191.0,Anna Nagar,3,1247,Furnished,Bachelors,3,5.0,6,8.0,99acres
8591.0,22555.0,Tambaram,2,942,Furnished,Bachelors,2,1.0,6,8.0,99acres
21783.0,82483.0,Velachery,3,1185,Semi-Furnished,Family,3,4.0,6,11.0,NoBroker
17737.0,41703.0,Tambaram,4,1634,Furnished,Family,4,7.0,8,2.0,99acres
19391.0,48179.0,Anna Nagar,2,882,Semi-Furnished,Bachelors,2,5.0,6,8.0,MagicBricks
36041.0,128418.0,T Nagar,4,1853,Semi-Furnished,Family,4,3.0,6,3.0,99acres
8373.0,40661.0,Medavakkam,1,604,Semi-Furnished,Family,1,0.0,4,3.0,NoBroker
17014.0,82043.0,OMR,2,878,Furnished,Both,2,3.0,16,3.0,MagicBricks
5000.0,24523.0,Ambattur,1,539,Unfurnished,Family,1,1.0,6,8.0,NoBroker
8592.0,33792.0,Mogappair,2,781,Semi-Furnished,Bachelors,2,0.0,2,2.0,MagicBricks
17757.0,86384.0,Porur,3,1447,Furnished,Family,3,4.0,8,11.0,MagicBricks
6895.0,33647.0,Ambattur,2,873,Semi-Furnished,Both,2,6.0,8,6.0,NoBroker
9243.0,27601.0,Navalur,1,644,Furnished,Family,1,3.0,4,11.0,NoBroker
5776.0,17668.0,Mogappair,1,521,Furnished,Family,1,4.0,6,6.0,99acres
9433.0,32244.0,Pallikaranai,3,944,Unfurnished,Family,3,6.0,8,2.0,99acres
24808.0,111886.0,OMR,3,1320,Semi-Furnished,Family,3,2.0,2,4.0,99acres
5000.0,13181.0,Medavakkam,1,587,Unfurnished,Family,1,0.0,6,6.0,Housing.com
34236.0,167212.0,Perungudi,3,1659,Unfurnished,Both,3,4.0,6,8.0,NoBroker
29347.0,83094.0,Anna Nagar,3,1238,Furnished,Family,2,2.0,6,3.0,99acres
29746.0,100401.0,Anna Nagar,3,1372,Furnished,Bachelors,3,0.0,6,2.0,MagicBricks
16639.0,71817.0,Medavakkam,3,1289,Semi-Furnished,Both,3,8.0,12,11.0,NoBroker
17722.0,73904.0,Navalur,3,1477,Unfurnished,Family,3,0.0,4,7.0,MagicBricks
9678.0,30762.0,Ambattur,2,909,Unfurnished,Family,2,4.0,6,4.0,NoBroker
9770.0,35555.0,OMR,1,546,Semi-Furnished,Both,1,1.0,2,8.0,Housing.com
25630.0,104729.0,Sholinganallur,3,1320,Semi-Furnished,Bachelors,2,9.0,12,11.0,MagicBricks
28410.0,134453.0,Perungudi,3,1364,Unfurnished,Both,3,11.0,12,7.0,99acres
22074.0,88645.0,Sholinganallur,3,1354,Semi-Furnished,Both,3,5.0,8,11.0,MagicBricks
13248.0,,Navalur,2,990,Unfurnished,Both,2,1.0,2,8.0,MagicBricks
14916.0,54870.0,Ambattur,3,1411,Semi-Furnished,Both,3,14.0,16,9.0,99acres
11920.0,40339.0,Mogappair,2,894,Unfurnished,Both,2,1.0,2,6.0,99acres
12719.0,54424.0,Medavakkam,2,1025,Unfurnished,Both,2,12.0,12,5.0,99acres
15247.0,51332.0,Pallikaranai,3,1224,Semi-Furnished,Bachelors,3,4.0,12,9.0,MagicBricks
8842.0,27758.0,Sholinganallur,1,592,,Bachelors,1,1.0,6,11.0,MagicBricks
28216.0,90630.0,Sholinganallur,3,1332,Semi-Furnished,Family,3,5.0,8,6.0,NoBroker
11759.0,33666.0,Tambaram,2,1100,,Bachelors,2,,8,11.0,Housing.com
6883.0,19378.0,Kolathur,1,663,Semi-Furnished,Both,1,1.0,6,6.0,MagicBricks
11845.0,37321.0,Tambaram,3,1122,Semi-Furnished,Family,3,4.0,8,4.0,Housing.com
18940.0,88445.0,ECR,3,1412,Semi-Furnished,Family,3,2.0,4,7.0,NoBroker
16980.0,47588.0,Medavakkam,3,1286,Furnished,Bachelors,3,2.0,4,8.0,NoBroker
10365.0,23648.0,Ambattur,3,1324,Semi-Furnished,Family,3,3.0,4,4.0,MagicBricks
19865.0,65021.0,Navalur,3,1396,Furnished,Both,3,3.0,4,2.0,Housing.com
30725.0,74766.0,Perungudi,3,1626,Semi-Furnished,Family,3,0.0,6,2.0,99acres
13526.0,38179.0,Thoraipakkam,2,1048,Furnished,Family,2,3.0,6,4.0,Housing.com
15458.0,36152.0,Medavakkam,3,1418,Semi-Furnished,Family,3,6.0,6,11.0,99acres
8110.0,20174.0,Kolathur,2,838,Furnished,Bachelors,2,4.0,4,5.0,NoBroker
20052.0,97790.0,OMR,3,1326,Semi-Furnished,Bachelors,3,2.0,6,3.0,NoBroker
23097.0,91052.0,Anna Nagar,2,1055,Semi-Furnished,Both,1,6.0,6,11.0,Housing.com
24976.0,64957.0,Guindy,2,1154,Semi-Furnished,Family,1,2.0,6,10.0,Housing.com
20673.0,45199.0,Navalur,3,1339,Furnished,Family,3,2.0,4,6.0,99acres
19928.0,61243.0,Porur,3,1323,Furnished,Both,3,9.0,12,6.0,99acres
22806.0,81702.0,Pallikaranai,3,1512,Furnished,Both,3,0.0,6,5.0,NoBroker
14055.0,38346.0,Porur,2,845,Semi-Furnished,Family,1,0.0,8,5.0,NoBroker
12841.0,48521.0,ECR,2,951,Furnished,Family,2,3.0,6,2.0,MagicBricks
19447.0,63815.0,Perungudi,2,1076,Furnished,Bachelors,2,11.0,12,5.0,MagicBricks
12713.0,29875.0,Tambaram,2,985,Semi-Furnished,Both,2,2.0,8,4.0,Housing.com
10688.0,38151.0,Pallikaranai,2,971,Furnished,Family,2,5.0,8,5.0,MagicBricks
18324.0,68052.0,Medavakkam,3,1369,Semi-Furnished,Family,3,4.0,12,8.0,Housing.com
15957.0,51462.0,Tambaram,4,1857,Semi-Furnished,Bachelors,4,0.0,2,8.0,NoBroker
7586.0,32994.0,Tambaram,1,690,Furnished,Family,1,3.0,8,11.0,MagicBricks
32222.0,101093.0,OMR,4,1873,Semi-Furnished,Bachelors,4,4.0,6,2.0,MagicBricks
16869.0,51745.0,Thoraipakkam,3,1199,Semi-Furnished,Family,3,,12,3.0,99acres
44605.0,136912.0,Guindy,4,1894,Unfurnished,Family,4,7.0,16,7.0,MagicBricks
19756.0,85040.0,Adyar,2,836,Semi-Furnished,Family,2,16.0,16,9.0,MagicBricks
31428.0,78799.0,Perungudi,3,1650,Semi-Furnished,Bachelors,3,7.0,12,10.0,MagicBricks
22813.0,54543.0,Perungudi,2,981,Furnished,Both,2,2.0,4,3.0,99acres
18732.0,72264.0,Velachery,2,1016,Semi-Furnished,Both,2,5.0,8,3.0,MagicBricks
11805.0,41804.0,Pallikaranai,2,946,Semi-Furnished,Family,2,2.0,12,6.0,MagicBricks
35172.0,99746.0,Anna Nagar,4,1832,Unfurnished,Family,3,8.0,8,7.0,MagicBricks
27440.0,125581.0,ECR,3,1406,Furnished,Both,3,6.0,16,9.0,NoBroker
30869.0,152692.0,Anna Nagar,3,1386,Semi-Furnished,Family,3,3.0,6,3.0,NoBroker
30377.0,149719.0,Anna Nagar,3,1404,Semi-Furnished,Family,3,11.0,16,9.0,99acres
11326.0,41308.0,OMR,2,892,Semi-Furnished,Both,1,0.0,6,2.0,99acres
27940.0,97662.0,OMR,3,1591,Semi-Furnished,Bachelors,3,0.0,4,11.0,99acres
55036.0,242650.0,T Nagar,4,1922,Semi-Furnished,Both,4,6.0,6,6.0,NoBroker
11118.0,45559.0,Tambaram,2,1033,Semi-Furnished,Family,2,6.0,8,10.0,Housing.com
17833.0,55577.0,Ambattur,4,1953,Unfurnished,Bachelors,3,3.0,4,4.0,MagicBricks
20147.0,48006.0,Perungudi,2,1053,Semi-Furnished,Family,1,3.0,4,5.0,NoBroker
14716.0,36065.0,Porur,3,1115,Semi-Furnished,Bachelors,3,7.0,8,11.0,99acres
12073.0,30926.0,Guindy,2,862,Semi-Furnished,Both,1,1.0,4,10.0,NoBroker
16214.0,48305.0,Porur,2,1033,Semi-Furnished,Both,2,0.0,4,,99acres
30163.0,77038.0,Sholinganallur,4,1711,Semi-Furnished,Bachelors,4,0.0,12,5.0,NoBroker
14846.0,32653.0,Velachery,2,815,Furnished,Bachelors,2,3.0,6,6.0,Housing.com
25140.0,84051.0,Anna Nagar,3,1294,Unfurnished,Family,3,0.0,8,6.0,NoBroker
18766.0,60267.0,Navalur,3,1329,Furnished,Bachelors,3,0.0,8,11.0,NoBroker
19635.0,88235.0,Porur,3,1570,Furnished,Both,2,1.0,6,2.0,NoBroker
13688.0,51407.0,Mogappair,2,1158,Semi-Furnished,Both,2,0.0,2,11.0,MagicBricks
27968.0,74466.0,OMR,3,1498,Semi-Furnished,Bachelors,3,0.0,6,3.0,99acres
23774.0,83097.0,OMR,3,1439,Furnished,Both,3,1.0,2,3.0,99acres
10897.0,53275.0,Sholinganallur,1,644,Unfurnished,Bachelors,1,2.0,4,3.0,NoBroker
9509.0,21081.0,Ambattur,2,1035,Semi-Furnished,Family,2,1.0,6,3.0,99acres
15297.0,43160.0,Medavakkam,3,1122,Furnished,Family,3,3.0,4,2.0,99acres
22299.0,94696.0,Thoraipakkam,3,1362,Semi-Furnished,Family,3,2.0,16,8.0,MagicBricks
13462.0,29739.0,Guindy,2,852,Semi-Furnished,Bachelors,2,1.0,12,2.0,Housing.com
7354.0,23376.0,Thoraipakkam,1,595,Semi-Furnished,Both,1,11.0,12,9.0,Housing.com
14718.0,,Kolathur,3,1629,Unfurnished,Bachelors,3,0.0,6,10.0,99acres
24178.0,56601.0,Navalur,3,1508,Furnished,Family,2,,4,10.0,NoBroker
9037.0,38208.0,Perungudi,1,503,Unfurnished,Family,1,2.0,12,7.0,99acres
23711.0,75204.0,Porur,4,1584,Furnished,Family,4,6.0,8,11.0,99acres
24497.0,68839.0,Mogappair,4,2307,Semi-Furnished,Family,4,6.0,12,2.0,MagicBricks
16305.0,,Sholinganallur,2,1035,Semi-Furnished,Both,2,0.0,2,7.0,99acres
15120.0,53810.0,Porur,2,1001,Furnished,Family,1,7.0,12,11.0,99acres
8292.0,17253.0,Velachery,1,543,Semi-Furnished,Family,1,1.0,6,2.0,99acres
26130.0,107596.0,Nungambakkam,2,1113,Furnished,Both,2,5.0,6,10.0,99acres
11311.0,28035.0,Pallikaranai,3,1416,Unfurnished,Bachelors,3,6.0,6,11.0,99acres
19024.0,74911.0,T Nagar,2,708,Furnished,Bachelors,2,7.0,16,5.0,MagicBricks
11413.0,39224.0,ECR,2,858,Furnished,Both,2,0.0,16,6.0,99acres
15330.0,39623.0,T Nagar,1,531,Furnished,Bachelors,1,4.0,4,10.0,MagicBricks
17211.0,,Sholinganallur,3,1081,Semi-Furnished,Bachelors,3,2.0,8,5.0,Housing.com
17020.0,71182.0,Adyar,1,720,Semi-Furnished,Family,1,10.0,12,11.0,MagicBricks
27307.0,54887.0,Medavakkam,4,1827,Furnished,Family,4,4.0,8,3.0,Housing.com
6417.0,20001.0,Tambaram,2,710,Semi-Furnished,Both,2,4.0,8,10.0,MagicBricks
35816.0,107686.0,OMR,4,2366,Unfurnished,Bachelors,4,3.0,6,10.0,MagicBricks
10792.0,23897.0,Kolathur,2,1038,Furnished,Both,2,4.0,6,9.0,MagicBricks
5000.0,11676.0,Tambaram,1,428,Semi-Furnished,Bachelors,1,12.0,12,11.0,MagicBricks
10263.0,,Ambattur,2,1047,Unfurnished,Bachelors,2,7.0,12,3.0,MagicBricks
29740.0,99520.0,Perungudi,3,1541,Furnished,Bachelors,3,7.0,8,4.0,NoBroker
26211.0,75262.0,Adyar,3,1171,Furnished,Family,3,10.0,12,9.0,NoBroker
20836.0,84131.0,Adyar,3,1496,Furnished,Family,3,5.0,12,10.0,99acres
50014.0,169499.0,T Nagar,4,1804,Unfurnished,Family,4,15.0,16,4.0,99acres
6605.0,32060.0,Ambattur,2,903,Semi-Furnished,Family,2,5.0,6,6.0,99acres
28257.0,90644.0,Guindy,3,1314,Unfurnished,Bachelors,3,2.0,4,7.0,MagicBricks
28623.0,67001.0,Guindy,3,1573,Unfurnished,Bachelors,2,5.0,8,8.0,Housing.com
16805.0,51952.0,OMR,2,906,Unfurnished,Both,2,4.0,12,10.0,NoBroker
21519.0,59505.0,Navalur,3,1401,Semi-Furnished,Family,3,4.0,6,3.0,99acres
14444.0,32322.0,OMR,2,980,Semi-Furnished,Family,2,6.0,6,4.0,MagicBricks
21065.0,53260.0,Porur,3,1309,Furnished,Both,3,2.0,12,7.0,NoBroker
5000.0,18541.0,Chromepet,1,451,Semi-Furnished,Family,1,2.0,4,5.0,99acres
12373.0,47235.0,Porur,2,885,Semi-Furnished,Bachelors,2,1.0,8,10.0,NoBroker
35424.0,166237.0,OMR,4,1768,Semi-Furnished,Bachelors,4,4.0,6,9.0,Housing.com
32733.0,142189.0,Perungudi,4,1690,Semi-Furnished,Family,4,3.0,8,4.0,99acres
11087.0,44311.0,Velachery,1,524,Semi-Furnished,Family,1,3.0,6,2.0,MagicBricks
17730.0,76808.0,Porur,3,1095,Furnished,Family,3,0.0,6,11.0,Housing.com
14831.0,30154.0,Medavakkam,2,1072,Unfurnished,Both,2,7.0,16,4.0,MagicBricks
12986.0,27976.0,Guindy,1,515,Semi-Furnished,Bachelors,1,6.0,6,2.0,99acres
19360.0,85054.0,Sholinganallur,3,1353,Semi-Furnished,Bachelors,3,2.0,12,10.0,NoBroker
11502.0,32565.0,Thoraipakkam,2,792,Semi-Furnished,,1,1.0,2,5.0,99acres
12528.0,53692.0,Sholinganallur,2,705,Unfurnished,Both,2,1.0,8,4.0,MagicBricks
23480.0,70086.0,T Nagar,2,886,Unfurnished,Bachelors,1,3.0,8,7.0,MagicBricks
12948.0,64726.0,Medavakkam,3,1217,Semi-Furnished,Both,3,4.0,6,7.0,99acres
16819.0,57172.0,Thoraipakkam,3,1190,Semi-Furnished,Family,3,5.0,6,7.0,NoBroker
7115.0,18362.0,Medavakkam,2,861,,,1,6.0,6,2.0,MagicBricks
12887.0,59125.0,Perungudi,2,748,Semi-Furnished,Family,2,5.0,16,11.0,NoBroker
17522.0,61030.0,Navalur,2,1052,Semi-Furnished,Family,2,4.0,8,5.0,Housing.com
5000.0,12757.0,Chromepet,1,503,Unfurnished,Bachelors,1,0.0,6,2.0,MagicBricks
20062.0,53886.0,ECR,3,1320,Unfurnished,Family,2,1.0,4,2.0,NoBroker
12961.0,37300.0,Mogappair,2,1055,Semi-Furnished,Both,2,11.0,12,8.0,NoBroker
18818.0,56406.0,OMR,2,1119,Furnished,Family,1,4.0,6,10.0,NoBroker
8986.0,35965.0,Mogappair,2,816,Semi-Furnished,Bachelors,2,1.0,12,10.0,MagicBricks
8628.0,28631.0,Pallikaranai,2,795,Semi-Furnished,Bachelors,2,12.0,12,7.0,NoBroker
26414.0,91971.0,Perungudi,3,1527,Semi-Furnished,Bachelors,3,5.0,6,11.0,MagicBricks
11508.0,57204.0,Mogappair,2,914,Semi-Furnished,Family,2,0.0,6,11.0,99acres
22347.0,84754.0,OMR,3,1391,Semi-Furnished,Both,3,7.0,12,9.0,NoBroker
28541.0,118809.0,OMR,4,1696,Furnished,Both,4,4.0,6,3.0,MagicBricks
25164.0,54089.0,Sholinganallur,3,1323,Semi-Furnished,Family,3,5.0,12,2.0,NoBroker
9582.0,38112.0,Thoraipakkam,1,554,Unfurnished,Both,1,3.0,4,10.0,MagicBricks
18790.0,40440.0,Thoraipakkam,3,1281,Unfurnished,Both,3,0.0,2,10.0,MagicBricks
12103.0,38443.0,Ambattur,2,1115,Furnished,Bachelors,2,6.0,6,8.0,Housing.com
25543.0,78141.0,Sholinganallur,2,1330,Semi-Furnished,Bachelors,2,3.0,6,2.0,99acres
20228.0,84845.0,ECR,3,1536,Furnished,Both,3,5.0,6,5.0,Housing.com
13369.0,66236.0,Porur,2,971,Furnished,Bachelors,2,4.0,4,10.0,99acres
13085.0,33087.0,Kolathur,2,1197,Furnished,Bachelors,2,4.0,4,8.0,MagicBricks
19981.0,55067.0,T Nagar,2,847,Semi-Furnished,Both,2,0.0,6,7.0,Housing.com
23711.0,73211.0,OMR,3,1195,Semi-Furnished,Family,3,2.0,12,9.0,MagicBricks
46378.0,115693.0,Nungambakkam,3,1485,Unfurnished,Family,3,5.0,6,7.0,NoBroker
41816.0,133996.0,Nungambakkam,3,1604,Furnished,Family,3,3.0,8,8.0,NoBroker
11919.0,35988.0,OMR,2,755,Unfurnished,Family,2,8.0,8,9.0,NoBroker
44881.0,164878.0,Nungambakkam,3,1547,Semi-Furnished,Family,3,3.0,6,7.0,NoBroker
11804.0,34102.0,Tambaram,2,1050,Furnished,Bachelors,2,1.0,2,11.0,99acres
11446.0,40021.0,ECR,2,755,Unfurnished,Family,1,1.0,4,3.0,NoBroker
14680.0,29686.0,OMR,2,981,Furnished,Both,2,10.0,12,9.0,NoBroker
19475.0,42759.0,Guindy,2,1015,Semi-Furnished,Bachelors,1,0.0,12,2.0,99acres
9061.0,35474.0,Navalur,1,551,Furnished,Bachelors,1,11.0,16,7.0,MagicBricks
28300.0,95929.0,Guindy,3,1427,Semi-Furnished,Family,3,5.0,6,2.0,MagicBricks
5787.0,12559.0,Mogappair,1,462,Furnished,Both,1,7.0,8,6.0,MagicBricks
28458.0,117109.0,Velachery,3,1527,Semi-Furnished,Bachelors,2,6.0,6,7.0,MagicBricks
8989.0,24757.0,Tambaram,2,998,Semi-Furnished,Bachelors,1,1.0,8,6.0,99acres
6920.0,24556.0,Thoraipakkam,1,435,Semi-Furnished,Family,1,1.0,4,2.0,99acres
34771.0,72792.0,Adyar,3,1576,Semi-Furnished,Bachelors,3,6.0,16,4.0,MagicBricks
30553.0,81751.0,Anna Nagar,3,1168,Furnished,Family,3,4.0,4,5.0,MagicBricks
15302.0,61771.0,Mogappair,2,1177,Furnished,Family,2,2.0,8,4.0,Housing.com
17469.0,76361.0,Anna Nagar,2,988,Semi-Furnished,Family,2,12.0,16,8.0,99acres
16682.0,62458.0,Sholinganallur,2,897,Furnished,Both,2,8.0,16,9.0,MagicBricks
20162.0,72530.0,Perungudi,2,1016,Furnished,Family,2,1.0,8,9.0,MagicBricks
8601.0,39807.0,Pallikaranai,2,813,Semi-Furnished,Family,1,6.0,6,2.0,NoBroker
